CAMIS,DBA,BORO,BUILDING,STREET,CITY,STATE,ZIPCODE,PHONE,CUISINECODE,FULL_ADDR
40653005,ORION PALACE,3,2555,SHELL ROAD,BROOKLYN,NY,11223,7183751188,50,"2555 SHELL ROAD, BROOKLYN, NY 11223"
40654457,THE ORIGINAL PIZZA IV,3,2911,AVENUE U,BROOKLYN,NY,11229,7186468686,62,"2911 AVENUE U, BROOKLYN, NY 11229"
40656356,WENDY'S,3,1916,LINDEN BOULEVARD,BROOKLYN,NY,11207,7182720729,39,"1916 LINDEN BOULEVARD, BROOKLYN, NY 11207"
40657818,SHANG-CHAI KOSHER CHINESE RESTAURANT,3,2189,FLATBUSH AVENUE,BROOKLYN,NY,11234,7183776100,20,"2189 FLATBUSH AVENUE, BROOKLYN, NY 11234"
40658630,PAK NASHAMEN RESTAURANT,3,3149,CONEY ISLAND AVE FL 1,BROOKLYN,NY,11235,7183328100,09,"3149 CONEY ISLAND AVE FL 1, BROOKLYN, NY 11235"
40658944,DYNASTY,3,1669,FLATBUSH AVENUE,BROOKLYN,NY,11210,7183386060,20,"1669 FLATBUSH AVENUE, BROOKLYN, NY 11210"
40659101,LUCKY HOUSE CHINESE KITCHEN,3,343-345,LEWIS AVENUE,BROOKLYN,NY,11233,7184432298,20,"343-345 LEWIS AVENUE, BROOKLYN, NY 11233"
40660124,THE GRAND PROSPECT HALL,3,263,PROSPECT AVENUE,BROOKLYN,NY,11215,7187880777,03,"263 PROSPECT AVENUE, BROOKLYN, NY 11215"
40661290,AL DI LA,3,248,5 AVENUE,BROOKLYN,NY,11215,7187834565,48,"248 5 AVENUE, BROOKLYN, NY 11215"
40661972,HALE & HEARTY SOUPS,3,32,COURT STREET,BROOKLYN,NY,11201,7185965600,75,"32 COURT STREET, BROOKLYN, NY 11201"
40662882,TOTALLY DELICIOUS,3,9404,AVENUE L,BROOKLYN,NY,11236,7182093562,08,"9404 AVENUE L, BROOKLYN, NY 11236"
40664304,SOTTO VOCE RESTAURANT,3,225,7 AVENUE,BROOKLYN,NY,11215,7183699322,48,"225 7 AVENUE, BROOKLYN, NY 11215"
40665052,LA CARRETA RESTAURANT,3,407,51 STREET,BROOKLYN,NY,11220,7185673566,53,"407 51 STREET, BROOKLYN, NY 11220"
40667588,DEFONTE'S SANDWICH SHOP,3,379,COLUMBIA STREET,BROOKLYN,NY,11231,7186258052,03,"379 COLUMBIA STREET, BROOKLYN, NY 11231"
40670273,BAY RIDGE EATERY,3,9128,5 AVENUE,BROOKLYN,NY,11209,7186809520,03,"9128 5 AVENUE, BROOKLYN, NY 11209"
40670874,ME & MY EGGROLL,3,407,COURT STREET,BROOKLYN,NY,11231,7185221777,20,"407 COURT STREET, BROOKLYN, NY 11231"
40671249,PHO HOAI BAY RIDGE,3,8616,4 AVENUE,BROOKLYN,NY,11209,7187451640,05,"8616 4 AVENUE, BROOKLYN, NY 11209"
40671821,DAGAN PIZZA & DAIRY RESTAURANT,3,4820,16 AVENUE,BROOKLYN,NY,11204,7184355711,50,"4820 16 AVENUE, BROOKLYN, NY 11204"
40672537,CORONA RESTAURANT,3,5421,5 AVENUE,BROOKLYN,NY,11220,7185672816,20,"5421 5 AVENUE, BROOKLYN, NY 11220"
40675892,DINER,3,85,BROADWAY,BROOKLYN,NY,11211,7184863077,03,"85 BROADWAY, BROOKLYN, NY 11211"
40676502,BURGER KING,3,13,HILLEL PLACE,BROOKLYN,NY,11210,7182534002,39,"13 HILLEL PLACE, BROOKLYN, NY 11210"
40676884,NEW DYKER RESTAURANT,3,8505,18 AVENUE,BROOKLYN,NY,11214,7182341435,03,"8505 18 AVENUE, BROOKLYN, NY 11214"
40677577,PIZZA VILLA,3,1462,ROCKAWAY PARKWAY,BROOKLYN,NY,11236,7182725734,62,"1462 ROCKAWAY PARKWAY, BROOKLYN, NY 11236"
40677782,MR. SIMI #8,3,1658,BATH AVENUE,BROOKLYN,NY,11214,7182327539,20,"1658 BATH AVENUE, BROOKLYN, NY 11214"
40679327,ARCHIVES,3,333,ADAMS STREET,BROOKLYN,NY,11201,7182226548,03,"333 ADAMS STREET, BROOKLYN, NY 11201"
40679508,SCHICK'S TAKE HOME FOODS,3,4909,12 AVENUE,BROOKLYN,NY,11219,7188536329,50,"4909 12 AVENUE, BROOKLYN, NY 11219"
40679775,POLONIA RESTAURANT,3,631,MANHATTAN AVENUE,BROOKLYN,NY,11222,3473858007,64,"631 MANHATTAN AVENUE, BROOKLYN, NY 11222"
40682824,HERO SHOP,3,119,LIVINGSTON ST,BROOKLYN,NY,11201,7188348572,03,"119 LIVINGSTON ST, BROOKLYN, NY 11201"
40684066,POPEYES CHICKEN & BISCUITS,3,40,EMPIRE BOULEVARD,BROOKLYN,NY,11225,7182849303,18,"40 EMPIRE BOULEVARD, BROOKLYN, NY 11225"
40684161,MADIBA,3,195,DEKALB AVENUE,BROOKLYN,NY,11205,7188559190,02,"195 DEKALB AVENUE, BROOKLYN, NY 11205"
40686067,MCDONALD'S,3,652,MEEKER AVE,BROOKLYN,NY,11222,7184866195,39,"652 MEEKER AVE, BROOKLYN, NY 11222"
40686130,LITE BITES & GRILL,3,700,MANHATTAN AVE,BROOKLYN,NY,11222,7183832820,03,"700 MANHATTAN AVE, BROOKLYN, NY 11222"
40686372,WENDY'S,3,505,UTICA AVENUE,BROOKLYN,NY,11203,7186041207,39,"505 UTICA AVENUE, BROOKLYN, NY 11203"
40686822,ALI'S ROTI SHOP,3,337,UTICA AVENUE,BROOKLYN,NY,11213,7187787329,17,"337 UTICA AVENUE, BROOKLYN, NY 11213"
40687217,MIICHELLE'S COCKTAIL LOUNGE,3,2294,BEDFORD AVE,BROOKLYN,NY,11226,7182841185,17,"2294 BEDFORD AVE, BROOKLYN, NY 11226"
40690022,TOMPKINS AVENUE PIZZA,3,281,TOMPKINS AVE,BROOKLYN,NY,11216,7184557511,62,"281 TOMPKINS AVE, BROOKLYN, NY 11216"
40692073,MEZCAL'S RESTAURANT,3,522,COURT STREET,BROOKLYN,NY,11231,7182372230,55,"522 COURT STREET, BROOKLYN, NY 11231"
40692361,ANDREWS COFFEE SHOP,3,901,CHURCH AVE,BROOKLYN,NY,11218,7186931740,03,"901 CHURCH AVE, BROOKLYN, NY 11218"
40692961,BAMBOO GARDEN RESTAURANT,3,9505,AVENUE L,BROOKLYN,NY,11236,7182723175,17,"9505 AVENUE L, BROOKLYN, NY 11236"
40694764,MANNY'S GRILL,3,1089,GRAND STREET,BROOKLYN,NY,11211,7184868225,03,"1089 GRAND STREET, BROOKLYN, NY 11211"
40697317,STARBUCKS COFFEE,3,164-166,7 AVENUE,BROOKLYN,NY,11215,7183693098,14,"164-166 7 AVENUE, BROOKLYN, NY 11215"
40697593,ENID'S,3,560,MANHATTAN AVE,BROOKLYN,NY,11222,7183493859,03,"560 MANHATTAN AVE, BROOKLYN, NY 11222"
40698410,ROCKYS & NICKYS PIZZERIA,3,6824,COLONIAL ROAD,BROOKLYN,NY,11220,7184751999,63,"6824 COLONIAL ROAD, BROOKLYN, NY 11220"
40698823,UNION STREET CAFE,3,568,UNION STREET,BROOKLYN,NY,11215,7187971117,03,"568 UNION STREET, BROOKLYN, NY 11215"
40700181,SUBWAY,3,3847,NOSTRAND AVENUE,BROOKLYN,NY,11235,7186481227,69,"3847 NOSTRAND AVENUE, BROOKLYN, NY 11235"
40700293,HAAGEN-DAZS,3,109,7 AVENUE,BROOKLYN,NY,11215,7183988004,43,"109 7 AVENUE, BROOKLYN, NY 11215"
40700926,GOLDEN CROWN BAKERY,3,2214,86 STREET,BROOKLYN,NY,11214,7187140988,08,"2214 86 STREET, BROOKLYN, NY 11214"
40701629,SAUL RESTAURANT,3,140,SMITH STREET,BROOKLYN,NY,11201,7189359842,03,"140 SMITH STREET, BROOKLYN, NY 11201"
40703252,CLUB GRAVITY,3,229,EMPIRE BOULEVARD,BROOKLYN,NY,11225,7186043406,03,"229 EMPIRE BOULEVARD, BROOKLYN, NY 11225"
40703302,KABIR'S BAKERY,3,1425,FOSTER AVE,BROOKLYN,NY,11230,7188592348,08,"1425 FOSTER AVE, BROOKLYN, NY 11230"
40703796,PARK SLOPE ALE HOUSE,3,356,6 AVENUE,BROOKLYN,NY,11215,7187881756,03,"356 6 AVENUE, BROOKLYN, NY 11215"
40704705,CELESTE DINER CAFE GRILL,3,63,TILLARY STREET,BROOKLYN,NY,11201,7185965178,03,"63 TILLARY STREET, BROOKLYN, NY 11201"
40705052,IL FORNETTO TRATTORIA CAFE,3,2902,EMMONS AVENUE,BROOKLYN,NY,11235,7183328494,48,"2902 EMMONS AVENUE, BROOKLYN, NY 11235"
40705411,LINDENWOOD DINER,3,2870,LINDEN BOULEVARD,BROOKLYN,NY,11208,7182356343,03,"2870 LINDEN BOULEVARD, BROOKLYN, NY 11208"
40705843,HAAGEN-DAZS,3,120,MONTAGUE STREET,BROOKLYN,NY,11201,7187973700,43,"120 MONTAGUE STREET, BROOKLYN, NY 11201"
40705996,HAAGEN-DAZS,3,5172,KINGS PLAZA,BROOKLYN,NY,11234,7183774446,43,"5172 KINGS PLAZA, BROOKLYN, NY 11234"
40708213,DELIAS LOUNGE CAFE,3,9224,3 AVENUE,BROOKLYN,NY,11209,7187457999,03,"9224 3 AVENUE, BROOKLYN, NY 11209"
40708637,MCDONALD'S,3,1101,RUTLAND ROAD,BROOKLYN,NY,11212,3472404704,39,"1101 RUTLAND ROAD, BROOKLYN, NY 11212"
40710955,THE GROCERY,3,288,SMITH STREET,BROOKLYN,NY,11231,7185963335,27,"288 SMITH STREET, BROOKLYN, NY 11231"
40711333,WEST CUISINE-ENCHANTMENT BY MARIA,3,916,CLARKSON AVENUE,BROOKLYN,NY,11203,7184851589,17,"916 CLARKSON AVENUE, BROOKLYN, NY 11203"
40711788,CAFE 101,3,394,LENOX ROAD,BROOKLYN,NY,11203,3476833383,14,"394 LENOX ROAD, BROOKLYN, NY 11203"
40711820,DAGAN PIZZA,3,6187,STRICKLAND AVENUE,BROOKLYN,NY,11234,7182090636,62,"6187 STRICKLAND AVENUE, BROOKLYN, NY 11234"
40712081,M. RESTAURANT,3,195,BARBEY STREET,BROOKLYN,NY,11207,7182772791,77,"195 BARBEY STREET, BROOKLYN, NY 11207"
40714228,NEW SOLDIERS RESTAURANT,3,1278,NOSTRAND AVENUE,BROOKLYN,NY,11226,7182844620,17,"1278 NOSTRAND AVENUE, BROOKLYN, NY 11226"
40714318,CHEERS THAI RESTAURANT,3,612,METROPOLITAN AVENUE,BROOKLYN,NY,11211,7185994311,82,"612 METROPOLITAN AVENUE, BROOKLYN, NY 11211"
40714371,LE PETIT CAFE,3,502,COURT STREET,BROOKLYN,NY,11231,7185967060,03,"502 COURT STREET, BROOKLYN, NY 11231"
40714796,PHOEBE'S,3,350,JAY STREET,BROOKLYN,NY,11201,7182371574,03,"350 JAY STREET, BROOKLYN, NY 11201"
40717261,HONG FUNG BAKERY,3,5124,8 AVENUE,BROOKLYN,NY,11220,7188546290,08,"5124 8 AVENUE, BROOKLYN, NY 11220"
40717386,SHEEPSHEAD BAY YACHT CLUB BAR,3,3076,EMMONS AVENUE,BROOKLYN,NY,11235,7188910991,03,"3076 EMMONS AVENUE, BROOKLYN, NY 11235"
40717622,EXCELSIOR,3,390,FIFTH AVENUE,BROOKLYN,NY,11215,7188321599,03,"390 FIFTH AVENUE, BROOKLYN, NY 11215"
40717699,JUBILATKA BAKERY,3,940,MANHATTAN AVENUE,BROOKLYN,NY,11222,7183894730,08,"940 MANHATTAN AVENUE, BROOKLYN, NY 11222"
40718497,EL SALVADOR RESTAURANT,3,1544,MYRTLE AVENUE,BROOKLYN,NY,11237,7186280606,53,"1544 MYRTLE AVENUE, BROOKLYN, NY 11237"
40719669,GENNARO'S CATERING HALL,3,6602,13 AVENUE,BROOKLYN,NY,11219,7182367252,48,"6602 13 AVENUE, BROOKLYN, NY 11219"
40721417,LOKI & BENCHMARK RESTAURANT,3,304,5 AVENUE,BROOKLYN,NY,11215,7189659600,03,"304 5 AVENUE, BROOKLYN, NY 11215"
40721728,THREE JOLLY PIGEONS,3,6802,3 AVENUE,BROOKLYN,NY,11220,7187459350,47,"6802 3 AVENUE, BROOKLYN, NY 11220"
40723158,BONNIE'S GRILL,3,278,5 AVENUE,BROOKLYN,NY,11215,7183699527,03,"278 5 AVENUE, BROOKLYN, NY 11215"
40723778,PHOEBIE'S,3,335,ADAMS STREET,BROOKLYN,NY,11201,7184430670,14,"335 ADAMS STREET, BROOKLYN, NY 11201"
40723910,MUNCHINETTE,3,1738,SHEEPSEAD BAY ROAD,BROOKLYN,NY,11235,7183325463,99,"1738 SHEEPSEAD BAY ROAD, BROOKLYN, NY 11235"
40725158,CITY SUB,3,450,BERGEN STREET,BROOKLYN,NY,11217,7183982592,69,"450 BERGEN STREET, BROOKLYN, NY 11217"
40725853,EVODIO'S PLACE,3,222,CLINTON AVENUE,BROOKLYN,NY,11205,7188572368,03,"222 CLINTON AVENUE, BROOKLYN, NY 11205"
40727214,CHINANTLA,3,657,MYRTLE AVENUE,BROOKLYN,NY,11205,7182221719,55,"657 MYRTLE AVENUE, BROOKLYN, NY 11205"
40727249,HANSON GOURMET DELI & CAFE,3,17,HANSON PLACE,BROOKLYN,NY,11217,7186369700,03,"17 HANSON PLACE, BROOKLYN, NY 11217"
40727648,VERB CAFE,3,218,BEDFORD AVENUE,BROOKLYN,NY,11211,7185990977,03,"218 BEDFORD AVENUE, BROOKLYN, NY 11211"
40729118,SEVEN STARS BAKERY,3,280,86 STREET,BROOKLYN,NY,11209,7188364223,08,"280 86 STREET, BROOKLYN, NY 11209"
40730140,ESTELLE,3,1824,AVENUE U,BROOKLYN,NY,11229,7187692100,03,"1824 AVENUE U, BROOKLYN, NY 11229"
40730270,NOT JUST PIZZA,3,1286,FULTON STREET,BROOKLYN,NY,11216,7187838015,62,"1286 FULTON STREET, BROOKLYN, NY 11216"
40731196,SUNFLOWER CAFE,3,1223,QUENTIN ROAD,BROOKLYN,NY,11229,7183361340,14,"1223 QUENTIN ROAD, BROOKLYN, NY 11229"
40731374,PIZZA DEN,3,8521,18 AVENUE,BROOKLYN,NY,11214,7188372350,62,"8521 18 AVENUE, BROOKLYN, NY 11214"
40732416,VARENICHNAYA - PELMINI VARENICHKY,3,3086,BRIGHTON 2 STREET,BROOKLYN,NY,11235,7183329797,67,"3086 BRIGHTON 2 STREET, BROOKLYN, NY 11235"
40732501,TEQUILITAS MEXICAN RESTAURANT,3,5213,4 AVENUE,BROOKLYN,NY,11220,7184924303,55,"5213 4 AVENUE, BROOKLYN, NY 11220"
40733080,DUNKIN' DONUTS | BASKIN ROBBINS,3,137,WYCKOFF AVE,BROOKLYN,NY,11237,7184182483,29,"137 WYCKOFF AVE, BROOKLYN, NY 11237"
40733334,JOHN'S DONUT & COFFEE SHOP,3,481,MYRTLE AVENUE,BROOKLYN,NY,11205,7186380412,14,"481 MYRTLE AVENUE, BROOKLYN, NY 11205"
40734447,RYTHYM & BOOZE,3,1674,10 AVENUE,BROOKLYN,NY,11215,7187889699,47,"1674 10 AVENUE, BROOKLYN, NY 11215"
40734506,JOHN HUGHES KNIGHTS OF COLUMBUS CLUB,3,1305,86 STREET,BROOKLYN,NY,11228,7182598840,03,"1305 86 STREET, BROOKLYN, NY 11228"
40735858,ACQUA SANTA,3,556,DRIGGS AVENUE,BROOKLYN,NY,11211,7183849695,48,"556 DRIGGS AVENUE, BROOKLYN, NY 11211"
40735965,MESIVTA EITZ CHAIM,3,1577,48 STREET,BROOKLYN,NY,11219,7184382018,50,"1577 48 STREET, BROOKLYN, NY 11219"
40736005,PETE'S CANDY STORE,3,709,LORIMER ST FL 1ST,BROOKLYN,NY,11211,7183023770,03,"709 LORIMER ST FL 1ST, BROOKLYN, NY 11211"
40736385,MCDONALD'S,3,2797,LINDEN BOULEVARD,BROOKLYN,NY,11208,0000000000,39,"2797 LINDEN BOULEVARD, BROOKLYN, NY 11208"
40736872,CRISTOFORO COLOMBO,3,6916,18 AVENUE,BROOKLYN,NY,11204,7182563973,08,"6916 18 AVENUE, BROOKLYN, NY 11204"
40736890,BURGER KING,3,4101,4 AVENUE,BROOKLYN,NY,11232,7184359898,39,"4101 4 AVENUE, BROOKLYN, NY 11232"
40737045,FISHERMAN'S COVE,3,2025,CHURCH AVENUE,BROOKLYN,NY,11226,7182841879,17,"2025 CHURCH AVENUE, BROOKLYN, NY 11226"
40737677,HERO CHAMP,3,948,3 AVENUE,BROOKLYN,NY,11232,7184999316,03,"948 3 AVENUE, BROOKLYN, NY 11232"
40737927,ST LUCIAN PARADISE,3,1272,BROADWAY,BROOKLYN,NY,11221,7185741489,17,"1272 BROADWAY, BROOKLYN, NY 11221"
40738001,PIZZA BAGEL BURGER,3,1117,MC DONALD AVENUE,BROOKLYN,NY,11230,7183772952,03,"1117 MC DONALD AVENUE, BROOKLYN, NY 11230"
40738860,MCDONALD'S,3,267,BROADWAY,BROOKLYN,NY,11211,7183023371,39,"267 BROADWAY, BROOKLYN, NY 11211"
40738863,MCDONALD'S,3,741,GRAND STREET,BROOKLYN,NY,11211,7183022450,39,"741 GRAND STREET, BROOKLYN, NY 11211"
40738973,CARIBBEAN SPORTS,3,244,GRAND STREET,BROOKLYN,NY,11211,7183876793,53,"244 GRAND STREET, BROOKLYN, NY 11211"
40740251,CAKE K,3,1111,AVENUE K,BROOKLYN,NY,11230,7186773033,50,"1111 AVENUE K, BROOKLYN, NY 11230"
40740949,METRO COFFEE SHOP @ JETRO,3,10110,FOSTER AVENUE,BROOKLYN,NY,11236,7189270893,14,"10110 FOSTER AVENUE, BROOKLYN, NY 11236"
40742158,DEL CORSO PIZZERIA,3,7022,3 AVENUE,BROOKLYN,NY,11209,7184911211,63,"7022 3 AVENUE, BROOKLYN, NY 11209"
40742986,DOMINO'S PIZZA,3,1208,NEPTUNE AVENUE,BROOKLYN,NY,11224,7182655600,62,"1208 NEPTUNE AVENUE, BROOKLYN, NY 11224"
40742988,DOMINO'S PIZZA,3,1111,PENNSYLVANIA AVENUE,BROOKLYN,NY,11207,7182721212,62,"1111 PENNSYLVANIA AVENUE, BROOKLYN, NY 11207"
40742989,DOMINO'S PIZZA,3,9105,4 AVENUE,BROOKLYN,NY,11209,7187487879,62,"9105 4 AVENUE, BROOKLYN, NY 11209"
40742996,DOMINO'S PIZZA,3,1758,PITKIN AVENUE,BROOKLYN,NY,11212,7183850771,62,"1758 PITKIN AVENUE, BROOKLYN, NY 11212"
40742999,DOMINO'S PIZZA,3,183,GRAHAM AVENUE,BROOKLYN,NY,11206,7183022402,62,"183 GRAHAM AVENUE, BROOKLYN, NY 11206"
40743370,DOMINO'S PIZZA,3,7722,13 AVENUE,BROOKLYN,NY,11228,7188339222,62,"7722 13 AVENUE, BROOKLYN, NY 11228"
40744131,ANTOJITOS MEXICANOS,3,107,GRAHAM AVE STE 1,BROOKLYN,NY,11206,7183849076,55,"107 GRAHAM AVE STE 1, BROOKLYN, NY 11206"
40744492,PRONTO PIZZA,3,2928,AVENUE R,BROOKLYN,NY,11229,7186274983,62,"2928 AVENUE R, BROOKLYN, NY 11229"
40745618,MIKE'S PIZZA,3,905,MYRTLE AVE,BROOKLYN,NY,11206,7187825011,62,"905 MYRTLE AVE, BROOKLYN, NY 11206"
40746628,ORIGINAL VEGETARIAN RESTAURANT,3,752,NOSTRAND AVENUE,BROOKLYN,NY,11216,7187786660,84,"752 NOSTRAND AVENUE, BROOKLYN, NY 11216"
40746838,MOSCOW ON HUDSON,3,1920,AVENUE U,BROOKLYN,NY,11229,7187439656,67,"1920 AVENUE U, BROOKLYN, NY 11229"
40746890,DOMINO'S PIZZA,3,1972,FLATBUSH AVENUE,BROOKLYN,NY,11234,7186922000,62,"1972 FLATBUSH AVENUE, BROOKLYN, NY 11234"
40746892,DOMINO'S PIZZA,3,146,SMITH STREET,BROOKLYN,NY,11201,7185967000,62,"146 SMITH STREET, BROOKLYN, NY 11201"
40746893,DOMINO'S PIZZA,3,1555,NOSTRAND AVENUE,BROOKLYN,NY,11226,7188263030,62,"1555 NOSTRAND AVENUE, BROOKLYN, NY 11226"
40748959,IONA'S BAR,3,180,GRAND STREET,BROOKLYN,NY,11211,7183848300,03,"180 GRAND STREET, BROOKLYN, NY 11211"
40750062,PANEANTICO BAKERY,3,9124,3 AVENUE,BROOKLYN,NY,11209,7186802347,08,"9124 3 AVENUE, BROOKLYN, NY 11209"
40750511,CORNER CAFE,3,2,DITMAS  AVENUE,BROOKLYN,NY,11218,7182825958,50,"2 DITMAS  AVENUE, BROOKLYN, NY 11218"
40750917,SHIKI,3,1863,86 STREET,BROOKLYN,NY,11214,7188371586,49,"1863 86 STREET, BROOKLYN, NY 11214"
40752293,AMERICAN COFFEE SHOP,3,108,MOORE STREET #3,BROOKLYN,NY,11206,7183020784,77,"108 MOORE STREET #3, BROOKLYN, NY 11206"
40753282,BURGER KING,3,2164,86 STREET,BROOKLYN,NY,11214,7182651130,39,"2164 86 STREET, BROOKLYN, NY 11214"
40754053,ALBANY MANOR,3,585,ALBANY AVENUE,BROOKLYN,NY,11203,7187356776,03,"585 ALBANY AVENUE, BROOKLYN, NY 11203"
40754486,ELEGANTE PIZZA,3,6922,5 AVENUE,BROOKLYN,NY,11209,7187459715,62,"6922 5 AVENUE, BROOKLYN, NY 11209"
40754877,ISTANBUL RESTAURANT,3,1715,EMMONS AVE,BROOKLYN,NY,11235,7183683587,54,"1715 EMMONS AVE, BROOKLYN, NY 11235"
40755468,BEST COFFEE SHOP & MEXICAN BAKERY,3,313,36 STREET,BROOKLYN,NY,11232,7187684084,55,"313 36 STREET, BROOKLYN, NY 11232"
40756209,TAJ MAHAL INDIAN RESTAURANT,3,7315,3 AVENUE,BROOKLYN,NY,11209,7188361512,44,"7315 3 AVENUE, BROOKLYN, NY 11209"
40756253,BEST DELI CAFE,3,986,ATLANTIC AVENUE,BROOKLYN,NY,11238,7183983130,03,"986 ATLANTIC AVENUE, BROOKLYN, NY 11238"
40756606,BERGEN BAGELS,3,473,BERGEN STREET,BROOKLYN,NY,11217,7187897600,07,"473 BERGEN STREET, BROOKLYN, NY 11217"
40756780,MCDONALD'S,3,1930,NOSTRAND AVE,BROOKLYN,NY,11210,7184346413,39,"1930 NOSTRAND AVE, BROOKLYN, NY 11210"
40757375,BAHIA RESTAURANT & CAFE,3,690,GRAND STREET,BROOKLYN,NY,11211,7182189592,53,"690 GRAND STREET, BROOKLYN, NY 11211"
40757492,ANGRY WADES,3,222,SMITH STREET,BROOKLYN,NY,11231,7184887253,03,"222 SMITH STREET, BROOKLYN, NY 11231"
40759706,DUNKIN' DONUTS,3,1130,MYRTLE AVENUE,BROOKLYN,NY,11206,7184430726,29,"1130 MYRTLE AVENUE, BROOKLYN, NY 11206"
40759928,NINO'S PIZZA,3,9110,3 AVENUE,BROOKLYN,NY,11209,7186800222,62,"9110 3 AVENUE, BROOKLYN, NY 11209"
40759944,LUIGI'S PIZZERIA,3,686,5 AVENUE,BROOKLYN,NY,11215,7184993857,63,"686 5 AVENUE, BROOKLYN, NY 11215"
40760118,LAI YUEN,3,10033,4 AVENUE,BROOKLYN,NY,11209,7185672300,20,"10033 4 AVENUE, BROOKLYN, NY 11209"
40760795,BARNES & NOBLE CAFE,3,106,COURT STREET,BROOKLYN,NY,11201,7182464996,14,"106 COURT STREET, BROOKLYN, NY 11201"
40760979,POPEYES CHICKEN & BISCUITS,3,1132,MYRTLE AVE,BROOKLYN,NY,11206,7189193451,18,"1132 MYRTLE AVE, BROOKLYN, NY 11206"
40761897,FOOK HING RESTAURANT,3,40,NOSTRAND AVE,BROOKLYN,NY,11205,7188753124,20,"40 NOSTRAND AVE, BROOKLYN, NY 11205"
40762618,BURGER KING,3,1412,MYRTLE AVENUE,BROOKLYN,NY,11237,7184431001,39,"1412 MYRTLE AVENUE, BROOKLYN, NY 11237"
40762828,MEMO SHISH KEBAB,3,1821,KINGS HIGHWAY,BROOKLYN,NY,11229,7183398001,56,"1821 KINGS HIGHWAY, BROOKLYN, NY 11229"
40763076,BURGER KING,3,2425,CONEY ISLAND AVE,BROOKLYN,NY,11223,7183821409,39,"2425 CONEY ISLAND AVE, BROOKLYN, NY 11223"
40763376,GOLDEN KRUST CARIBBEAN BAKERY & GRILL,3,918B,FULTON STREET,BROOKLYN,NY,11238,7187891833,17,"918B FULTON STREET, BROOKLYN, NY 11238"
40763388,BLISS BAKERY & CAFE,3,191,BEDFORD AVENUE,BROOKLYN,NY,11211,7185992547,84,"191 BEDFORD AVENUE, BROOKLYN, NY 11211"
40763629,GOLDEN KRUST CARIBBEAN BAKERY & GRILL,3,1862,NOSTRAND AVE,BROOKLYN,NY,11226,3472952799,17,"1862 NOSTRAND AVE, BROOKLYN, NY 11226"
40763786,THE BRAZEN HEAD,3,228-230,ATLANTIC AVENUE,BROOKLYN,NY,11201,7184880430,03,"228-230 ATLANTIC AVENUE, BROOKLYN, NY 11201"
40764279,CHADASH FALAFEL & PIZZA,3,1919,AVENUE M,BROOKLYN,NY,11230,7182534793,50,"1919 AVENUE M, BROOKLYN, NY 11230"
40764556,CAKE MAN RAVEN CONFECTIONERY,3,708A,FULTON STREET,BROOKLYN,NY,11217,7187972598,08,"708A FULTON STREET, BROOKLYN, NY 11217"
40765947,FOOTPRINTS CAFE,3,5814,CLARENDON ROAD,BROOKLYN,NY,11203,7184513181,17,"5814 CLARENDON ROAD, BROOKLYN, NY 11203"
40781477,BAR REIS,3,375A,5 AVENUE,BROOKLYN,NY,11215,7189742412,03,"375A 5 AVENUE, BROOKLYN, NY 11215"
40781534,EL LOCO BURRITO,3,345,GRAHAM AVE,BROOKLYN,NY,11211,7183888215,55,"345 GRAHAM AVE, BROOKLYN, NY 11211"
40781540,GOLDEN KRUST CARIBBEAN BAKERY & GRILL,3,7,FLATBUSH AVENUE,BROOKLYN,NY,11217,7182461455,17,"7 FLATBUSH AVENUE, BROOKLYN, NY 11217"
40782042,ALICES,3,434,AVENUE U,BROOKLYN,NY,11223,7183763125,50,"434 AVENUE U, BROOKLYN, NY 11223"
40782145,POPEYES CHICKEN & BISCUITS,3,702,ROCKAWAY AVENUE,BROOKLYN,NY,11212,7184981846,18,"702 ROCKAWAY AVENUE, BROOKLYN, NY 11212"
40782328,CHARLES PIZZERIA,3,4910,5 AVENUE,BROOKLYN,NY,11220,7184395757,62,"4910 5 AVENUE, BROOKLYN, NY 11220"
40783014,CONVIVIUM OSTERIA,3,68,5 AVENUE,BROOKLYN,NY,11217,7188571833,48,"68 5 AVENUE, BROOKLYN, NY 11217"
40783591,CINDY RESTAURANT LUNCHEONETTE,3,1806,MC DONALD AVENUE,BROOKLYN,NY,11223,7186456192,77,"1806 MC DONALD AVENUE, BROOKLYN, NY 11223"
40786919,BOSTON MARKET,3,1972,RALPH AVENUE,BROOKLYN,NY,11236,7182415700,03,"1972 RALPH AVENUE, BROOKLYN, NY 11236"
40787908,KELLY'S TAVERN,3,9259,4 AVENUE,BROOKLYN,NY,11209,7187459546,03,"9259 4 AVENUE, BROOKLYN, NY 11209"
40789668,BAY PIZZERIA RESTAURANT,3,1420,SHEEPSHEAD BAY ROAD,BROOKLYN,NY,11235,7187699124,62,"1420 SHEEPSHEAD BAY ROAD, BROOKLYN, NY 11235"
40790556,BOSTON JERK-CITY RESTAURANT,3,1344,UTICA AVENUE,BROOKLYN,NY,11203,7186293002,17,"1344 UTICA AVENUE, BROOKLYN, NY 11203"
40790869,MR. WONTON,3,73,7 AVENUE,BROOKLYN,NY,11217,7183987088,20,"73 7 AVENUE, BROOKLYN, NY 11217"
40791072,BEST COFFEE SHOP,3,8612,5 AVENUE,BROOKLYN,NY,11209,7187486635,14,"8612 5 AVENUE, BROOKLYN, NY 11209"
